id,name,genre,type,episodes,avg_rating,members
836,Saint Seiya,"Adventure, Fantasy, Sci-Fi, Shounen",TV,114,8.03,70559
837,Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,"Comedy, Romance, Seinen, Slice of Life",ONA,3,6.62,70559
838,Suzumiya Haruhi-chan no Yuuutsu,"Comedy, Parody",ONA,25,7.63,70416
839,Sora no Otoshimono: Tokeijikake no Angeloid,"Comedy, Drama, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",Movie,1,7.87,70391
840,Grisaia no Meikyuu: Caprice no Mayu 0,Drama,Special,1,8.05,70039
841,Bishoujo Senshi Sailor Moon Crystal,"Demons, Magic, Romance, Shoujo",ONA,26,6.96,69702
842,Druaga no Tou: The Aegis of Uruk,"Adventure, Comedy, Fantasy",TV,12,7.35,69683
843,Handa-kun,"Comedy, Shounen, Slice of Life",TV,12,7.46,69621
844,Inu to Hasami wa Tsukaiyou,"Comedy, Supernatural",TV,12,6.68,69526
845,Sekaiichi Hatsukoi 2,"Comedy, Drama, Romance, Shounen Ai",TV,12,8.31,69253
846,Boku wa Tomodachi ga Sukunai Episode 0,"Comedy, Romance, School, Seinen, Slice of Life",OVA,1,6.85,69233
847,Kono Bijutsubu ni wa Mondai ga Aru!,"Comedy, Romance, School",TV,12,7.5,69088
848,Hikaru no Go,"Comedy, Game, Shounen, Supernatural",TV,75,8.19,69000
849,Rec,"Comedy, Drama, Romance",TV,9,7.46,68951
850,Hyouka: Motsubeki Mono wa,Slice of Life,OVA,1,7.43,68823
851,Black Blood Brothers,"Action, Comedy, Fantasy, Shounen, Supernatural, Vampire",TV,12,7.28,68626
852,Kami nomi zo Shiru Sekai: Tenri-hen,"Comedy, Harem, Romance, Shounen, Supernatural",OVA,2,7.85,68623
853,Asura Cryin,"Action, Mecha, Supernatural",TV,13,7.1,68608
854,Heavy Object,"Action, Mecha, Military, Sci-Fi",TV,24,7.41,68382
855,Date A Live: Date to Date,"Comedy, Harem, Romance, School, Sci-Fi",OVA,1,7.55,68328
856,Vampire Hunter D (2000),"Action, Drama, Fantasy, Horror, Romance, Sci-Fi, Vampire",Movie,1,7.95,68229
857,Heppoko Jikken Animation ExcelSaga,"Comedy, Parody, Sci-Fi, Shounen",TV,26,7.57,68198
858,Trigun: Badlands Rumble,"Action, Comedy, Sci-Fi",Movie,1,8.08,68181
859,Initial D First Stage,"Action, Cars, Drama, Seinen, Sports",TV,26,8.23,68128
860,Masou Gakuen HxH,"Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Sci-Fi",TV,12,6.42,68025
861,Yozakura Quartet,"Action, Comedy, Magic, Shounen, Super Power, Supernatural",TV,12,6.96,68023
862,Fullmetal Alchemist: Brotherhood Specials,"Adventure, Drama, Fantasy, Magic, Military, Shounen",Special,4,8.11,67962
863,Tokyo Mew Mew,"Adventure, Comedy, Fantasy, Magic, Romance, Sci-Fi, Shoujo, Supernatural",TV,52,7.04,67936
864,Gravitation,"Comedy, Music, Romance, Shoujo, Shounen Ai",TV,13,7.26,67916
865,Sekai Seifuku: Bouryaku no Zvezda,"Action, Comedy, Fantasy",TV,12,7.18,67877
866,Blood: The Last Vampire,"Horror, Supernatural, Vampire",Movie,1,7.01,67778
867,Kyousou Giga (TV),"Action, Fantasy, Supernatural",TV,10,7.95,67732
868,Nodame Cantabile Finale,"Comedy, Josei, Music, Romance",TV,11,8.38,67697
869,Baka to Test to Shoukanjuu: Matsuri,"Comedy, School, Super Power",OVA,2,7.8,67684
870,Pokemon Advanced Generation,"Action, Adventure, Comedy, Fantasy, Kids",TV,192,7.2,67386
871,Denpa Kyoushi (TV),"Comedy, Romance, School, Shounen",TV,24,6.94,67336
872,Hayate no Gotoku!!,"Action, Comedy, Harem, Parody, Romance",TV,25,7.92,67323
873,Ichigo 100%,"Comedy, Ecchi, Harem, Romance, Shounen",TV,12,6.84,67310
874,Sabagebu!,"Action, Comedy, Military, Shoujo",TV,12,7.46,67306
875,Kuroshitsuji: Book of Murder,"Comedy, Demons, Fantasy, Historical, Mystery, Shounen, Supernatural",OVA,2,8.41,67261
876,Sakigake!! Cromartie Koukou,"Comedy, School, Shounen",TV,26,8.02,67254
877,RDG: Red Data Girl,"Fantasy, Magic",TV,12,6.69,67100
878,Gin no Saji 2nd Season,"Comedy, School, Shounen, Slice of Life",TV,11,8.36,67032
879,Medaka Box Abnormal,"Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power",TV,12,7.63,66972
880,Bishoujo Senshi Sailor Moon S,"Drama, Magic, Romance, Shoujo",TV,38,7.89,66911
881,"Ore, Twintail ni Narimasu","Action, Comedy, Fantasy, Romance, School, Shounen",TV,12,6.76,66868
882,Ranpo Kitan: Game of Laplace,Mystery,TV,11,6.75,66777
883,Hajime no Ippo: Rising,"Comedy, Drama, Shounen, Sports",TV,25,8.68,66756
884,RahXephon,"Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi",TV,26,7.55,66751
885,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Seinen, Supernatural",Movie,1,8.09,66721
886,Comet Lucifer,"Action, Adventure, Fantasy, Mecha",TV,12,6.0,66659
887,Juuni Kokuki,"Action, Adventure, Fantasy, Magic, Supernatural",TV,45,8.16,66646
888,Ai Yori Aoshi,"Comedy, Drama, Harem, Romance, Slice of Life",TV,24,7.24,66597
889,Dragon Ball Z Movie 14: Kami to Kami,"Action, Adventure, Fantasy, Martial Arts, Shounen, Super Power",Movie,1,7.62,66471
890,Eve no Jikan (Movie),"Sci-Fi, Slice of Life",Movie,1,8.26,66376
891,Kimi ga Aruji de Shitsuji ga Ore de,"Comedy, Ecchi, Harem, Parody, Romance",TV,13,7.35,66236
892,Star Driver: Kagayaki no Takuto,"Action, Mecha, Romance, Shounen",TV,25,7.37,66084
893,Noir,"Action, Drama, Mystery",TV,26,7.41,66036
894,"Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen","Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,7.62,65953
895,Mobile Suit Gundam Seed Destiny,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",TV,50,7.36,65896
896,Zetman,"Action, Drama, Horror, Romance, Sci-Fi, Seinen, Supernatural",TV,13,7.01,65633
897,Berserk: Ougon Jidai-hen III - Kourin,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Seinen, Supernatural",Movie,1,8.33,65594
898,Sunabouzu,"Action, Adventure, Comedy, Ecchi, Sci-Fi, Shounen",TV,24,7.55,65516
899,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,"Action, Horror, Mystery, Psychological",TV,11,7.95,65503
900,"Inari, Konkon, Koi Iroha","Comedy, Romance, School, Seinen, Supernatural",TV,10,7.28,65402
901,Nisekoi OVA,"Comedy, Harem, Romance, School, Shounen",OVA,3,7.57,65287
902,Hanbun no Tsuki ga Noboru Sora,"Comedy, Drama, Romance",TV,6,7.69,65125
903,Seikimatsu Occult Gakuin,"Comedy, Mystery, School, Sci-Fi, Supernatural",TV,13,7.16,65021
904,H2O: Footprints in the Sand,"Harem, Romance, School",TV,12,7.26,64975
905,Phi Brain: Kami no Puzzle,"Action, Game, Mystery, Shounen",TV,25,7.32,64958
906,Witch Hunter Robin,"Action, Drama, Magic, Mystery, Police, Supernatural",TV,26,7.36,64905
907,Uchouten Kazoku,"Comedy, Drama, Fantasy, Slice of Life",TV,13,7.96,64897
908,Witchblade,"Action, Sci-Fi, Super Power",TV,24,7.4,64697
909,Speed Grapher,"Action, Mystery, Super Power",TV,24,7.46,64627
910,Hetalia World Series,"Comedy, Historical, Parody",ONA,48,7.95,64416
911,Joukamachi no Dandelion,"Comedy, Seinen, Slice of Life, Super Power",TV,12,7.32,64307
912,Non Non Biyori Repeat,"Comedy, School, Seinen, Slice of Life",TV,12,8.26,64230
913,Garo: Honoo no Kokuin,"Action, Demons, Fantasy, Magic, Supernatural",TV,24,7.51,64214
914,Seikon no Qwaser II,"Action, Ecchi, Seinen, Super Power, Supernatural",TV,12,6.69,64168
915,Suzuka,"Drama, Romance, Sports",TV,26,7.35,64161
916,Aishiteruze Baby,"Comedy, Drama, Romance, Shoujo",TV,26,7.58,63959
917,Hakushaku to Yousei,"Adventure, Fantasy, Historical, Magic",TV,12,7.47,63915
918,Isuca,"Action, Comedy, Ecchi, Romance, School, Seinen, Supernatural",TV,10,6.17,63638
919,Kimi no Iru Machi,"Drama, Romance, Slice of Life",TV,12,7.17,63418
920,Goshuushou-sama Ninomiya-kun,"Comedy, Ecchi, Fantasy, Harem",TV,12,6.91,63370
921,Kodomo no Jikan (TV),"Comedy, Ecchi, School",TV,12,7.13,63348
922,Seitokai Yakuindomo OVA,"Comedy, School, Shounen, Slice of Life",OVA,8,7.89,63265
923,Colorful (Movie),"Drama, Slice of Life, Supernatural",Movie,1,8.06,63263
924,Erementar Gerad,"Adventure, Comedy, Fantasy, Magic, Romance, Super Power",TV,26,7.44,63193
925,Kiniro no Corda: Primo Passo,"Comedy, Drama, Harem, Magic, Music, Romance, School, Shoujo",TV,25,7.69,63134
926,Aquarion Evol,"Action, Comedy, Drama, Fantasy, Mecha, Romance, Sci-Fi",TV,26,7.32,62753
927,Nagato Yuki-chan no Shoushitsu,"Comedy, Romance, School, Seinen, Slice of Life",TV,16,6.77,62601
